scl_pha_ratio_mol,3hb_ratio_mol,3hv_ratio_mol,mcl_pha_ratio_mol,3hhx_ratio_mol,3hhp_ratio_mol,3ho_ratio_mol,3hn_ratio_mol,3hd_ratio_mol,3hud_ratio_mol,3hdd_ratio_mol,3htrid_ratio_mol,3httd_ratio_mol,unsaturated_monomer_ratio_mol,mw,mn,pdi,additive1_type,additive1_percentage_wt,additive2_type,additive2_percentage_wt,final_formulation_pha_percentage_wt,tg1,tm1,crystallinity_percentage,tm_mean,tm_max
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,80.0,-13.3,150.3,,150.3,150.3
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,reinforcment_and_stiffening_modifiers,50.0,no_additive,0.0,50.0,11.9,159.5,,159.5,159.5
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450000.0,216000.0,2.0,no_additive,0.0,no_additive,0.0,100.0,-34.0,51.8,,51.8,51.8
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450000.0,216000.0,2.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,95.0,-32.41,47.09,,47.09,47.09
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450000.0,216000.0,2.0,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,85.0,-31.49,46.38,,46.38,46.38
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450000.0,216000.0,2.0,reinforcment_and_stiffening_modifiers,25.0,no_additive,0.0,75.0,-33.8,44.34,,44.34,44.34
0.0,0.0,0.0,100.0,4.2,0.0,17.0,0.0,60.8,0.0,5.7,0.0,0.0,12.3,55480.0,41402.985074626864,1.34,no_additive,0.0,no_additive,0.0,100.0,-45.1,40.6,,40.6,40.6
0.0,0.0,0.0,100.0,0.1,0.0,9.3,0.0,66.6,0.0,7.7,0.0,0.0,16.3,63200.0,45797.10144927537,1.38,no_additive,0.0,no_additive,0.0,100.0,,,,,
0.0,0.0,0.0,100.0,5.0,0.0,30.0,0.0,29.0,0.0,18.0,0.0,11.0,7.0,105792.0,45354.0,2.33,no_additive,0.0,no_additive,0.0,100.0,-41.75,34.95,,34.95,34.95
82.1,82.1,0.0,17.9,2.1,0.0,2.7,0.0,9.7,0.0,3.5,0.0,0.0,3.7,806000.0,448000.0,1.8,no_additive,0.0,no_additive,0.0,100.0,-0.29,157.5,,157.5,157.5
89.5,89.5,0.0,10.5,1.8,0.0,3.3,0.0,4.4,0.0,1.1,0.0,0.0,0.0,490000.0,118000.0,4.1,no_additive,0.0,no_additive,0.0,100.0,2.26,163.5,,163.5,163.5
0.0,0.0,0.0,104.0,5.0,0.0,20.0,0.0,49.0,0.0,16.0,0.0,3.0,11.0,415000.0,147000.0,2.8,no_additive,0.0,no_additive,0.0,100.0,-43.4,43.5,,43.5,43.5
0.0,0.0,0.0,104.0,5.0,0.0,20.0,0.0,49.0,0.0,16.0,0.0,3.0,11.0,356000.0,73000.0,4.9,no_additive,0.0,no_additive,0.0,100.0,-42.3,43.3,,43.3,43.3
0.0,0.0,0.0,104.0,5.0,0.0,20.0,0.0,49.0,0.0,16.0,0.0,3.0,11.0,157000.0,44000.0,3.6,no_additive,0.0,no_additive,0.0,100.0,-41.7,43.1,,43.1,43.1
0.0,0.0,0.0,104.0,5.0,0.0,20.0,0.0,49.0,0.0,16.0,0.0,3.0,11.0,120000.0,43000.0,2.8,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,90.0,-43.2,43.3,,43.3,43.3
0.0,0.0,0.0,104.0,5.0,0.0,20.0,0.0,49.0,0.0,16.0,0.0,3.0,11.0,95000.0,36000.0,2.6,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,90.0,-43.2,43.1,,43.1,43.1
0.0,0.0,0.0,104.0,5.0,0.0,20.0,0.0,49.0,0.0,16.0,0.0,3.0,11.0,84000.0,31000.0,2.7,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,90.0,-43.3,43.3,,43.3,43.3
0.0,0.0,0.0,100.0,3.0,0.0,34.0,0.0,32.0,0.0,10.0,0.0,0.0,21.0,56000.0,31000.0,1.8,no_additive,0.0,no_additive,0.0,100.0,-47.0,,,,
0.0,0.0,0.0,100.0,4.0,0.0,55.0,0.0,27.0,0.0,8.0,0.0,0.0,6.0,57000.0,26000.0,2.2,no_additive,0.0,no_additive,0.0,100.0,-52.0,,,,
0.0,0.0,0.0,100.0,3.0,0.0,43.0,0.0,36.0,0.0,10.0,0.0,0.0,8.0,122000.0,63000.0,1.9,no_additive,0.0,no_additive,0.0,100.0,-46.0,50.0,,50.0,50.0
0.0,0.0,0.0,100.0,4.0,0.0,28.0,0.0,43.0,0.0,14.0,0.0,0.0,11.0,114000.0,56000.0,2.0,no_additive,0.0,no_additive,0.0,100.0,-43.0,50.0,,50.0,50.0
0.0,0.0,0.0,100.0,0.0,0.0,16.0,0.0,64.0,0.0,15.0,0.0,0.0,4.0,86990.0,23110.0,3.76,no_additive,0.0,no_additive,0.0,100.0,-48.46,43.95,,43.95,43.95
0.0,0.0,0.0,100.0,4.26,0.0,39.42,0.0,29.7,0.0,9.21,0.0,0.0,17.41,50700.0,22800.0,2.2,no_additive,0.0,no_additive,0.0,100.0,-44.0,,,,
0.0,0.0,0.0,100.0,5.03,0.0,41.81,0.0,33.62,0.0,11.53,0.0,0.55,7.46,75700.0,18400.0,4.1,no_additive,0.0,no_additive,0.0,100.0,-47.0,,,,
0.0,0.0,0.0,100.0,4.51,0.0,46.29,0.0,32.59,0.0,13.42,0.0,1.6,1.59,60000.0,32700.0,1.8,no_additive,0.0,no_additive,0.0,100.0,-44.0,,,,
0.0,0.0,0.0,100.0,4.86,0.0,47.21,0.0,32.36,0.0,12.59,0.0,1.74,1.24,42000.0,18200.0,2.3,no_additive,0.0,no_additive,0.0,100.0,-48.0,,,,
0.0,0.0,0.0,100.0,4.8,0.0,42.3,0.0,30.0,0.0,9.12,0.0,0.0,13.47,60900.0,30600.0,2.0,no_additive,0.0,no_additive,0.0,100.0,-44.1,,,,
0.0,0.0,0.0,100.0,5.3,0.0,44.6,0.0,31.5,0.0,9.5,0.0,0.0,8.9,71400.0,29300.0,2.4,no_additive,0.0,no_additive,0.0,100.0,-44.6,,,,
0.0,0.0,0.0,100.0,5.2,0.0,44.7,0.0,31.7,0.0,9.63,0.0,0.0,8.7,16200.0,3500.0,4.7,no_additive,0.0,no_additive,0.0,100.0,-45.0,,,,
0.0,0.0,0.0,100.0,4.9,0.0,39.6,0.0,31.9,0.0,10.93,0.0,0.0,12.52,9000.0,2200.0,4.0,no_additive,0.0,no_additive,0.0,100.0,-48.1,,,,
0.0,0.0,0.0,100.0,83.1,0.0,12.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,330000.0,182000.0,1.8,no_additive,0.0,no_additive,0.0,100.0,-25.8,,,,
2.5,0.0,2.5,97.5,0.0,97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308000.0,160000.0,1.9,no_additive,0.0,no_additive,0.0,100.0,-30.8,38.9,,38.9,38.9
0.0,0.0,0.0,100.0,12.2,0.0,87.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178000.0,99000.0,1.8,no_additive,0.0,no_additive,0.0,100.0,-36.5,58.5,,58.5,58.5
2.3,0.0,2.3,97.7,0.0,40.6,1.4,55.7,0.0,0.0,0.0,0.0,0.0,0.0,240000.0,131000.0,1.8,no_additive,0.0,no_additive,0.0,100.0,-39.7,47.8,,47.8,47.8
0.0,0.0,0.0,100.0,11.1,1.1,65.8,1.2,20.8,0.0,0.0,0.0,0.0,0.0,225000.0,113000.0,2.0,no_additive,0.0,no_additive,0.0,100.0,-38.4,47.6,,47.6,47.6
0.0,0.0,0.0,100.0,7.2,0.0,41.5,0.0,0.0,0.0,0.0,0.0,0.0,51.3,242000.0,101000.0,2.4,no_additive,0.0,no_additive,0.0,100.0,-36.6,,,,
0.0,0.0,0.0,100.1,8.1,0.0,28.8,1.6,6.6,0.0,0.0,0.0,0.0,55.0,260000.0,117000.0,2.2,no_additive,0.0,no_additive,0.0,100.0,-43.1,,,,
0.0,0.0,0.0,100.0,4.3,0.0,20.0,0.0,64.7,0.0,4.6,0.0,0.0,6.4,72000.0,33000.0,2.2,no_additive,0.0,no_additive,0.0,100.0,-47.0,43.2,,43.2,43.2
27.3,0.0,27.3,72.7,1.1,0.6,12.2,1.3,45.8,2.1,3.3,0.0,1.0,5.3,105000.0,36000.0,2.9,no_additive,0.0,no_additive,0.0,100.0,-46.9,,,,
0.0,0.0,0.0,99.9,84.5,0.0,9.7,0.0,4.0,0.0,0.5,0.0,0.0,1.2,49000.0,22000.0,2.3,no_additive,0.0,no_additive,0.0,100.0,-29.7,131.1,,131.1,131.1
0.0,0.0,0.0,99.9,10.3,0.0,85.4,0.0,4.0,0.0,0.2,0.0,0.0,0.0,115000.0,54000.0,2.2,no_additive,0.0,no_additive,0.0,100.0,-38.1,51.2,,51.2,51.2
1.9,0.0,1.9,98.1,0.0,28.9,0.0,69.2,0.0,0.0,0.0,0.0,0.0,0.0,55000.0,26000.0,2.3,no_additive,0.0,no_additive,0.0,100.0,-41.3,47.2,,47.2,47.2
0.0,0.0,0.0,100.0,9.0,0.0,46.9,0.0,42.7,0.0,1.0,0.0,0.0,0.4,49000.0,21000.0,2.4,no_additive,0.0,no_additive,0.0,100.0,-44.0,45.5,,45.5,45.5
0.0,0.0,0.0,99.99999999999997,7.4,0.0,41.3,0.0,27.0,0.0,7.1,0.0,0.1,17.1,46000.0,21000.0,2.2,no_additive,0.0,no_additive,0.0,100.0,-52.7,,,,
0.0,0.0,0.0,100.0,8.0,0.0,8.0,0.0,20.0,0.0,5.5,0.0,3.1,55.4,46000.0,17000.0,2.7,no_additive,0.0,no_additive,0.0,100.0,-46.9,,,,
2.0,2.0,0.0,100.0,10.0,0.0,29.0,0.0,32.0,0.0,13.0,0.0,2.0,13.0,146000.0,73000.0,2.0,no_additive,0.0,no_additive,0.0,100.0,-44.0,42.0,,42.0,42.0
0.0,0.0,0.0,101.0,7.0,0.0,31.0,0.0,41.0,0.0,11.0,0.0,3.0,8.0,141860.0,82000.0,1.73,no_additive,0.0,no_additive,0.0,100.0,-45.0,44.0,,44.0,44.0
0.0,0.0,0.0,100.0,7.0,0.0,26.0,0.0,34.0,0.0,14.0,0.0,4.0,15.0,139440.0,84000.0,1.66,no_additive,0.0,no_additive,0.0,100.0,-46.0,39.0,,39.0,39.0
0.0,0.0,0.0,100.0,9.0,0.0,31.0,0.0,35.0,0.0,15.0,0.0,4.0,5.0,135300.0,82000.0,1.65,no_additive,0.0,no_additive,0.0,100.0,-43.0,44.0,,44.0,44.0
1.0,1.0,0.0,100.0,8.0,0.0,29.0,0.0,33.0,0.0,14.0,0.0,3.0,12.0,118800.0,72000.0,1.65,no_additive,0.0,no_additive,0.0,100.0,-45.0,41.0,,41.0,41.0
1.0,1.0,0.0,100.0,9.0,0.0,31.0,0.0,32.0,0.0,12.0,0.0,2.0,14.0,111800.0,65000.0,1.72,no_additive,0.0,no_additive,0.0,100.0,-46.0,41.0,,41.0,41.0
0.0,0.0,0.0,100.0,8.0,0.0,37.0,0.0,35.0,0.0,17.0,0.0,3.0,0.0,164630.0,101000.0,1.63,no_additive,0.0,no_additive,0.0,100.0,-38.0,48.0,,48.0,48.0
0.0,0.0,0.0,101.0,8.0,0.0,29.0,0.0,30.0,0.0,5.0,0.0,2.0,27.0,126700.0,70000.0,1.81,no_additive,0.0,no_additive,0.0,100.0,-45.0,,,,
0.0,0.0,0.0,99.9,0.4,0.0,33.7,0.0,24.3,0.0,4.9,0.0,0.4,36.2,126000.0,60000.0,2.1,no_additive,0.0,no_additive,0.0,100.0,-51.0,,,,
0.0,0.0,0.0,99.9,4.1,0.0,51.0,0.6,28.4,0.0,6.4,0.0,0.9,8.5,,,,no_additive,0.0,no_additive,0.0,100.0,-32.0,49.0,,49.0,49.0
0.0,0.0,0.0,100.0,10.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194000.0,126000.0,1.5396825396825398,no_additive,0.0,no_additive,0.0,100.0,-29.0,61.0,,61.0,61.0
0.0,0.0,0.0,100.0,13.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,223000.0,123000.0,1.8130081300813008,no_additive,0.0,no_additive,0.0,100.0,-27.0,55.0,,55.0,55.0
0.0,0.0,0.0,99.0,9.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,255000.0,109000.0,2.3394495412844036,no_additive,0.0,no_additive,0.0,100.0,-30.0,,,,
0.0,0.0,0.0,98.0,7.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137000.0,73000.0,1.88,no_additive,0.0,no_additive,0.0,100.0,-35.4,52.8,36.7,52.8,52.8
0.0,0.0,0.0,100.0,3.0,0.0,13.0,0.0,42.0,0.0,5.0,0.0,0.0,37.0,341000.0,92000.0,3.71,no_additive,0.0,no_additive,0.0,100.0,-53.0,39.0,,39.0,39.0
0.0,0.0,0.0,100.0,3.0,0.0,38.0,0.0,42.0,0.0,11.0,0.0,0.0,6.0,144000.0,52000.0,2.77,no_additive,0.0,no_additive,0.0,100.0,-49.0,40.0,,40.0,40.0
93.0,93.0,0.0,7.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2680000.0,1514000.0,1.77,no_additive,0.0,no_additive,0.0,100.0,4.0,178.0,,178.0,178.0
0.0,0.0,0.0,100.0,1.0,0.0,34.0,0.0,30.0,0.0,12.0,0.0,0.0,23.0,124000.0,43000.0,2.88,no_additive,0.0,no_additive,0.0,100.0,-51.0,37.0,,37.0,37.0
0.0,0.0,0.0,100.0,7.2,0.0,40.6,0.0,5.5,0.0,0.0,0.0,0.0,46.7,139000.0,70558.37563451777,1.97,no_additive,0.0,no_additive,0.0,100.0,-45.5,,,,
0.0,0.0,0.0,100.0,3.3,0.0,32.2,0.0,64.5,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,,,,,
0.0,0.0,0.0,100.0,3.3,0.0,32.2,0.0,64.5,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-49.35,52.2,15.6,52.2,52.2
